username,created_at,content_length,reblogs,favorites,hour,engagement
Fashionworld,2025-11-13 12:30:32.014000+00:00,149,0,0,12,0
neurob,2025-11-13 12:30:31+00:00,112,0,0,12,0
liw,2025-11-13 12:30:17+00:00,274,0,0,12,0
markets_bot,2025-11-13 12:30:30+00:00,107,0,0,12,0
MercNews,2025-11-13 12:27:41+00:00,328,0,0,12,0
colours,2025-11-13 12:30:02+00:00,23,1,0,12,1
TheQueenZone,2025-11-13 12:28:21+00:00,328,0,0,12,0
btzusfas,2025-11-13 12:30:30.838000+00:00,270,0,0,12,0
epower_be,2025-11-13 12:30:30.794000+00:00,112,0,0,12,0
Barrabshavuelto,2025-11-13 12:30:30.725000+00:00,47,0,0,12,0
listigeplaylists.bsky.social,2025-11-13 12:30:15+00:00,279,0,0,12,0
scriiipt,2025-11-13 12:30:25+00:00,308,0,0,12,0
nieuws,2025-11-13 12:30:29+00:00,244,0,0,12,0
lm4385,2025-11-13 12:30:30.290000+00:00,217,0,0,12,0
MercNews,2025-11-13 12:24:05+00:00,268,0,0,12,0
hanpankan,2025-11-13 12:30:30.975000+00:00,7,1,0,12,1
AgenziaAnsa,2025-11-13 12:11:24+00:00,358,1,0,12,1
techygeekshome,2025-11-13 12:30:28+00:00,256,0,0,12,0
Rainmaker1973,2025-11-13 12:30:24+00:00,117,0,0,12,0
AfroIsReborn,2025-11-13 12:30:29.540000+00:00,0,0,0,12,0
worcestermaweather,2025-11-13 12:30:29.348000+00:00,293,0,0,12,0
jonatasoli,2025-11-13 12:30:26+00:00,311,0,0,12,0
estheticsbydeshea,2025-11-13 12:15:17+00:00,354,0,0,12,0
Tagesspiegel,2025-11-13 08:29:51+00:00,349,3,0,8,3
DIEZEIT,2025-11-13 12:16:54+00:00,299,1,0,12,1
eldiarioes,2025-11-13 12:02:31+00:00,319,0,0,12,0
az247cz.bsky.social,2025-11-13 12:30:08.014000+00:00,129,0,0,12,0
DIEZEIT,2025-11-13 12:21:44+00:00,294,1,0,12,1
pasjrwoctx,2025-11-13 12:30:18+00:00,1373,3,0,12,3
AgenziaAnsa,2025-11-13 12:13:08+00:00,348,1,0,12,1
typo3commits,2025-11-13 11:43:04+00:00,68,0,0,11,0
EveningStandard,2025-11-13 11:57:44+00:00,289,1,0,11,1
voguefrance,2025-11-13 12:19:58+00:00,214,0,0,12,0
Amoxtli,2025-11-13 12:30:00.564000+00:00,99,0,0,12,0
daletra,2025-11-13 12:30:26+00:00,97,0,0,12,0
ajguides,2025-11-13 12:30:27.431000+00:00,256,0,0,12,0
corporateeurope,2025-11-13 12:30:26+00:00,321,0,0,12,0
ASegar,2025-11-13 12:30:26.771000+00:00,291,0,0,12,0
Aktualitysk,2025-11-13 12:30:24+00:00,133,0,0,12,0
daletrabr,2025-11-13 12:30:24+00:00,163,0,0,12,0
cyberveille,2025-11-13 12:30:25+00:00,484,0,0,12,0
wolfwalks,2025-11-13 12:30:22.442000+00:00,136,1,0,12,1
OrioGuka,2025-11-13 12:30:23+00:00,416,0,0,12,0
cyberveille,2025-11-13 12:30:24+00:00,476,0,0,12,0
NB1,2025-11-13 12:30:25.060000+00:00,240,1,0,12,1
ZumaiaGuka,2025-11-13 12:30:22+00:00,418,0,0,12,0
ZarautzGuka,2025-11-13 12:30:23+00:00,419,0,0,12,0
yukimama,2025-11-13 12:30:24+00:00,171,0,0,12,0
AzkoitiaGuka,2025-11-13 12:30:22+00:00,420,0,0,12,0
official_rafc,2025-11-13 12:29:50+00:00,290,0,0,12,0
tucerebrodigital,2025-11-13 12:15:13+00:00,476,0,0,12,0
Guka,2025-11-13 12:30:22+00:00,412,0,0,12,0
s04_en,2025-11-13 12:28:10+00:00,194,0,0,12,0
alanpringle,2025-11-13 12:30:23+00:00,192,0,0,12,0
FilmstudyRavens,2025-11-13 12:30:00+00:00,345,0,0,12,0
listigeplaylists.bsky.social,2025-11-13 12:30:14+00:00,283,0,0,12,0
AzpeitiaGuka,2025-11-13 12:30:22+00:00,420,0,0,12,0
charsiuCat,2025-11-13 12:30:22+00:00,24,0,0,12,0
kuvo_playlist,2025-11-13 12:30:23.361000+00:00,102,0,0,12,0
kuropen,2025-11-13 12:30:21.223000+00:00,113,0,0,12,0
Noyama,2025-11-13 12:30:22.820000+00:00,11,0,0,12,0
BasketNews_com,2025-11-13 12:29:37+00:00,111,0,0,12,0
BasketNews_com,2025-11-13 12:29:36+00:00,123,0,0,12,0
religionnews,2025-11-13 12:30:22.918000+00:00,217,0,0,12,0
daletrabr,2025-11-13 12:30:21+00:00,170,0,0,12,0
3x10to8mps,2025-11-13 12:30:22.718000+00:00,138,0,1,12,1
OrioGuka,2025-11-13 12:30:21+00:00,340,0,0,12,0
ZarautzGuka,2025-11-13 12:30:21+00:00,343,0,0,12,0
eurofootnews,2025-11-13 12:30:22.408000+00:00,411,0,0,12,0
pbs,2025-11-13 12:30:19+00:00,188,1,0,12,1
usatodaysports,2025-11-13 12:20:00+00:00,221,1,0,12,1
Guka,2025-11-13 12:30:21+00:00,336,0,0,12,0
volcanes_cr,2025-11-13 12:30:15+00:00,251,0,0,12,0
uavideos,2025-11-13 12:30:18+00:00,127,0,0,12,0
noidea,2025-11-13 12:29:58+00:00,150,0,0,12,0
healthcare-global.bsky.social,2025-11-13 12:29:52.614000+00:00,73,0,0,12,0
shidlexn,2025-11-13 12:30:19.465000+00:00,27,0,0,12,0
jihoon_iw,2025-11-13 12:15:09+00:00,88,0,0,12,0
OlharDigital,2025-11-13 12:03:00+00:00,285,1,0,12,1
noticiaconectada,2025-11-13 12:30:20.629000+00:00,364,0,0,12,0
polbegov,2025-11-13 12:30:19+00:00,347,0,0,12,0
malaysiakini,2025-11-13 12:30:20.503000+00:00,114,0,0,12,0
wrathreborn,2025-11-13 12:30:19+00:00,352,0,0,12,0
velvetguillotine,2025-11-13 12:30:20.277000+00:00,173,0,1,12,1
fiobot,2025-11-13 12:30:15.707000+00:00,73,0,0,12,0
vegafjord,2025-11-13 12:30:08+00:00,22,0,0,12,0
AgenziaAnsa,2025-11-13 12:02:50+00:00,359,1,0,12,1
rogue_corq,2025-11-13 12:30:17+00:00,202,1,0,12,1
uatube,2025-11-13 12:30:18.201000+00:00,169,1,0,12,1
Dodo_sipping,2025-11-13 12:30:07+00:00,337,0,0,12,0
nerdjpg.com,2025-11-13 12:30:07.713000+00:00,171,0,0,12,0
falterradio_rss,2025-11-13 03:30:00+00:00,232,0,0,3,0
Insider,2025-11-13 12:25:01+00:00,269,0,0,12,0
Guren,2025-11-13 12:30:17+00:00,123,0,0,12,0
DIEZEIT,2025-11-13 12:08:09+00:00,301,1,0,12,1
breakfastburrito,2025-11-13 12:30:18.569000+00:00,505,0,0,12,0
daletrabr,2025-11-13 12:30:18.549000+00:00,139,0,0,12,0
tubamei,2025-11-13 12:30:17+00:00,19,0,0,12,0
pixelhart,2025-11-13 12:30:14+00:00,138,0,0,12,0
ComicContext,2025-11-13 12:30:14+00:00,0,2,0,12,2
bahnkundenv,2025-11-13 12:30:17.760000+00:00,132,3,1,12,4
walknews,2025-11-13 12:30:14+00:00,271,0,0,12,0
Anushka_Benari,2025-11-13 12:30:16+00:00,161,0,0,12,0
aktuality_bot,2025-11-13 12:30:16+00:00,295,0,0,12,0
columbus,2025-11-13 12:30:02+00:00,76,0,0,12,0
nikkei,2025-11-13 12:30:16+00:00,83,0,0,12,0
amudog_,2025-11-13 12:30:14+00:00,20,0,0,12,0
c_co_RCF,2025-11-13 12:30:15+00:00,21,0,0,12,0
meiling,2025-11-13 12:30:13.896000+00:00,70,0,0,12,0
sithiumi,2025-11-13 12:30:17.248000+00:00,45,1,0,12,1
pixelhart,2025-11-13 12:30:14+00:00,138,0,0,12,0
rogue_corq,2025-11-13 12:30:15+00:00,282,1,0,12,1
zeitgeisty,2025-11-13 12:30:16.722000+00:00,30,0,0,12,0
natsunohomura,2025-11-13 12:30:14+00:00,26,1,0,12,1
crooksandliars,2025-11-13 12:30:00+00:00,181,0,0,12,0
malaysiakini,2025-11-13 12:30:16.530000+00:00,107,0,0,12,0
cmconseils,2025-11-13 12:30:16.396000+00:00,13,0,1,12,1
columbus,2025-11-13 12:30:02+00:00,76,0,0,12,0
roadfmsong,2025-11-13 12:30:11+00:00,135,0,0,12,0
hennepin,2025-11-13 13:30:12.901000+00:00,281,0,0,13,0
Snoro,2025-11-13 12:30:15.743000+00:00,630,1,1,12,2
sanji,2025-11-13 12:30:15+00:00,110,0,0,12,0
hudsonmaweather,2025-11-13 12:30:15.484000+00:00,287,0,0,12,0
feeder7,2025-11-13 12:30:07+00:00,190,0,0,12,0
athletic_af,2025-11-13 12:30:11+00:00,278,1,0,12,1
Phocidae_,2025-11-13 12:30:13+00:00,12,0,0,12,0
Allrecipes,2025-11-13 11:00:00+00:00,238,0,0,11,0
alojapan,2025-11-13 12:30:11+00:00,189,0,0,12,0
feeder7,2025-11-13 12:30:05+00:00,234,0,0,12,0
columbus,2025-11-13 12:30:02+00:00,76,0,0,12,0
tarasque__,2025-11-13 12:30:13+00:00,116,0,0,12,0
krone,2025-11-13 12:30:12+00:00,132,0,0,12,0
lvxnews,2025-11-13 12:30:15.024000+00:00,362,0,0,12,0
africa,2025-11-13 12:30:11+00:00,419,0,0,12,0
pbs,2025-11-13 12:30:07+00:00,191,1,0,12,1
hn100,2025-11-13 12:30:07+00:00,121,0,0,12,0
gayburg,2025-11-13 12:30:13+00:00,139,0,0,12,0
feeder7,2025-11-13 12:30:06+00:00,189,0,0,12,0
cneff,2025-11-13 12:30:12+00:00,316,1,0,12,1
feeder7,2025-11-13 12:30:06+00:00,198,0,0,12,0
NicePrivateJets,2025-11-13 12:30:13.879000+00:00,175,0,0,12,0
twinews,2025-11-13 12:30:13.782000+00:00,81,0,0,12,0
usatodaysports,2025-11-13 12:00:00+00:00,223,1,0,12,1
choa,2025-11-13 12:30:07+00:00,51,0,0,12,0
FeeditoMasto,2025-11-13 12:30:13.553000+00:00,496,0,0,12,0
D66Ooststellingwerf,2025-11-13 12:30:13.540000+00:00,191,0,0,12,0
columbus,2025-11-13 12:30:02+00:00,76,0,0,12,0
gayburg,2025-11-13 12:30:09+00:00,187,0,0,12,0
time_cut_line,2025-11-13 12:30:10+00:00,34,0,0,12,0
malaysiakini,2025-11-13 12:30:13.279000+00:00,85,0,0,12,0
helio_weather,2025-11-13 12:30:13.225000+00:00,168,0,0,12,0
10min_times,2025-11-13 12:30:11+00:00,41,0,0,12,0
kpop,2025-11-13 12:30:09+00:00,100,0,0,12,0
sdmusiceventsbot,2025-11-13 12:30:12.811000+00:00,184,0,0,12,0
AgenziaAnsa,2025-11-13 12:03:46+00:00,359,1,0,12,1
akira_soraw1818,2025-11-13 12:30:11+00:00,61,2,0,12,2
fzj_jsc,2025-11-13 12:29:59+00:00,280,0,0,12,0
columbus,2025-11-13 12:30:01+00:00,92,0,0,12,0
izoateofficial,2025-11-13 12:30:11.989000+00:00,363,1,0,12,1
musicservercz,2025-11-13 12:30:10+00:00,332,0,0,12,0
TheHockeyWriters,2025-11-13 12:30:09+00:00,190,1,0,12,1
sikasan,2025-11-13 12:30:11.741000+00:00,36,1,0,12,1
VtuberBot,2025-11-13 12:30:03.620000+00:00,0,0,0,12,0
timeextension.com,2025-11-13 12:30:02+00:00,118,0,0,12,0
feeder7,2025-11-13 12:30:04+00:00,146,0,0,12,0
garethspence,2025-11-13 12:30:11.497000+00:00,233,0,0,12,0
bbcnewsfeed,2025-11-13 12:30:08+00:00,210,0,0,12,0
dpaxorales.bsky.social,2025-11-13 12:30:06.073000+00:00,155,0,0,12,0
YuktiAgrawa2020,2025-11-13 12:28:05+00:00,286,1,0,12,1
foxreviewsrock,2025-11-13 12:30:10.720000+00:00,414,0,0,12,0
AFC_News,2025-11-13 12:30:09+00:00,455,0,0,12,0
kinode,2025-11-13 12:09:26+00:00,300,0,0,12,0
Independent,2025-11-13 12:06:36+00:00,245,0,0,12,0
yliopistobotti,2025-11-13 12:30:10.458000+00:00,395,0,0,12,0
sekki_getsurei,2025-11-13 12:30:10.198000+00:00,404,1,0,12,1
noticias,2025-11-13 12:30:05+00:00,277,0,0,12,0
EnergyBot,2025-11-13 12:30:06+00:00,483,0,0,12,0
feeder7,2025-11-13 12:30:03+00:00,168,0,0,12,0
bbcnewsfeed,2025-11-13 12:30:08+00:00,292,0,0,12,0
rockpapershotgun,2025-11-13 12:30:02+00:00,373,1,0,12,1
aurora_webcam_bot,2025-11-13 12:30:09.995000+00:00,145,0,0,12,0
dlpstats,2025-11-13 12:30:09.942000+00:00,192,0,0,12,0
roadfmsong,2025-11-13 12:30:08+00:00,134,0,0,12,0
NekomovYuyusuky,2025-11-13 12:30:07+00:00,5,0,0,12,0
uchileradio,2025-11-13 12:30:08+00:00,297,0,0,12,0
games,2025-11-13 12:30:05+00:00,259,0,0,12,0
events,2025-11-13 12:30:09.718000+00:00,55,0,0,12,0
locutora,2025-11-13 12:30:05+00:00,243,0,0,12,0
backpackforlaravel,2025-11-13 12:30:07+00:00,100,0,0,12,0
newsdekho,2025-11-13 12:30:09.448000+00:00,296,0,0,12,0
AgenziaAnsa,2025-11-13 11:55:20+00:00,356,1,0,11,1
peterfriese,2025-11-13 12:30:06+00:00,115,0,0,12,0
HS_muutokset,2025-11-13 12:30:06+00:00,0,0,0,12,0
golem_de,2025-11-13 12:30:05+00:00,194,0,0,12,0
noticias,2025-11-13 12:30:05+00:00,267,0,0,12,0
golem_de,2025-11-13 12:30:04+00:00,165,0,0,12,0
KhoaMinh51975,2025-11-13 12:30:09+00:00,249,0,0,12,0
yliopistobotti,2025-11-13 12:30:09.061000+00:00,477,0,0,12,0
uchileradio,2025-11-13 12:30:07+00:00,287,0,0,12,0
olnba,2025-11-13 12:30:05+00:00,156,1,0,12,1
ramirenko,2025-11-13 12:30:07+00:00,57,0,0,12,0
denvitadrogen.se,2025-11-13 12:30:05.713000+00:00,273,0,0,12,0
peterfriese,2025-11-13 12:30:05+00:00,233,0,0,12,0
uchileradio,2025-11-13 12:30:05+00:00,322,0,0,12,0
pedrosiilvestree,2025-11-13 12:14:57+00:00,117,0,0,12,0
aktuality_bot,2025-11-13 12:30:06+00:00,526,0,0,12,0
JeremyWGR,2025-11-13 12:29:12+00:00,53,0,0,12,0
az247cz.bsky.social,2025-11-13 12:30:08.013000+00:00,251,0,0,12,0
N9NDF,2025-11-13 12:30:06+00:00,257,0,0,12,0
skiweather,2025-11-13 12:30:05+00:00,117,1,0,12,1
sdeventsbot,2025-11-13 12:30:07.988000+00:00,211,0,0,12,0
mlb,2025-11-13 12:30:04+00:00,121,1,0,12,1
HackerNewsBot,2025-11-13 12:30:03+00:00,126,1,0,12,1
yliopistobotti,2025-11-13 12:30:07.868000+00:00,438,0,0,12,0
uranews,2025-11-13 12:30:02+00:00,98,1,0,12,1
athletic,2025-11-13 12:30:04+00:00,274,0,0,12,0
renchon,2025-11-13 12:30:00.566000+00:00,10,0,0,12,0
noticias,2025-11-13 12:30:03+00:00,262,0,0,12,0
nedhamson1,2025-11-13 12:30:07.308000+00:00,91,0,0,12,0
piromarine628,2025-11-13 12:30:07.241000+00:00,52,0,0,12,0
renseiP,2025-11-13 12:30:06.213000+00:00,14,0,0,12,0
hollywoodreporter,2025-11-13 12:30:07.178000+00:00,218,0,0,12,0
GovAlertEu,2025-11-13 12:30:02+00:00,94,1,0,12,1
notapipe,2025-11-13 12:30:07.034000+00:00,423,0,0,12,0
MercNews,2025-11-13 11:45:09+00:00,335,0,0,11,0
tanasisme,2025-11-13 12:30:06.698000+00:00,119,0,0,12,0
tonline,2025-11-13 12:30:06.556000+00:00,329,0,0,12,0
nhl,2025-11-13 12:30:04+00:00,146,0,0,12,0
semioticbot,2025-11-13 12:30:06.543000+00:00,9,0,0,12,0
tarlenapp,2025-11-13 12:30:06.537000+00:00,52,0,0,12,0
bocvip,2025-11-13 12:30:04+00:00,134,0,0,12,0
golem_de,2025-11-13 12:30:04+00:00,179,0,0,12,0
nba,2025-11-13 12:30:03+00:00,158,1,0,12,1
golem,2025-11-13 12:30:02+00:00,196,0,0,12,0
urldna,2025-11-13 12:30:04+00:00,180,0,0,12,0
malaysiakini,2025-11-13 12:30:06.076000+00:00,101,0,0,12,0
franceinfo,2025-11-13 12:30:05+00:00,363,0,0,12,0
FDRSS,2025-11-13 12:30:04+00:00,344,0,0,12,0
npr_bot,2025-11-13 12:30:02+00:00,307,0,0,12,0
bible,2025-11-13 12:30:02+00:00,149,1,0,12,1
news,2025-11-13 12:30:03+00:00,370,0,0,12,0
Petsie,2025-11-13 12:30:04+00:00,510,1,0,12,1
Carboxy_P,2025-11-13 12:30:04.051000+00:00,32,0,0,12,0
kasumin,2025-11-13 12:30:03+00:00,24,0,0,12,0
noticias,2025-11-13 12:30:03+00:00,297,0,0,12,0
KyivIndependent,2025-11-13 12:29:59.493000+00:00,371,1,0,12,1
eunews,2025-11-13 12:30:03+00:00,199,1,0,12,1
xnewshub,2025-11-13 12:30:04.586000+00:00,217,0,0,12,0
globalcricinfo,2025-11-13 12:30:04.468000+00:00,204,0,0,12,0
geneee,2025-11-13 12:30:04.331000+00:00,207,0,0,12,0
BBC,2025-11-13 12:30:02+00:00,74,0,0,12,0
ahhhhfs,2025-11-13 12:30:03.951000+00:00,548,0,0,12,0
thefunnypages,2025-11-13 12:30:03.931000+00:00,45,0,0,12,0
eunews,2025-11-13 12:30:03+00:00,180,1,0,12,1
Free_Press,2025-11-13 12:29:31+00:00,480,4,0,12,4
xrgg9.bsky.social,2025-11-13 12:29:56.699000+00:00,95,0,0,12,0
twinews,2025-11-13 12:30:03.717000+00:00,114,0,0,12,0
ubuntubugs,2025-11-13 12:30:03+00:00,62,0,0,12,0
mauthausengusen,2025-11-13 12:30:03.323000+00:00,164,0,0,12,0
balwants,2025-11-13 12:30:03.620000+00:00,247,0,0,12,0
renchon,2025-11-13 12:30:00.448000+00:00,13,0,0,12,0
NekomovYuyusuky,2025-11-13 12:30:01+00:00,41,0,0,12,0
celeo,2025-11-13 12:30:03+00:00,555,0,0,12,0
EricAlper,2025-11-13 12:30:03.316000+00:00,0,0,0,12,0
logistics,2025-11-13 12:30:02+00:00,29,0,0,12,0
Minnasophie,2025-11-13 12:30:01+00:00,96,0,0,12,0
irutxulo,2025-11-13 12:30:01+00:00,221,0,0,12,0
Kahte,2025-11-13 12:29:58+00:00,40,0,0,12,0
acid_rain,2025-11-13 12:29:54+00:00,54,0,0,12,0
infomaxkorea,2025-11-13 12:30:02.806000+00:00,374,0,0,12,0
MercNews,2025-11-13 12:05:26+00:00,232,0,0,12,0
lexgames,2025-11-13 12:30:02.556000+00:00,146,1,0,12,1
ai,2025-11-13 12:30:02.061000+00:00,192,0,0,12,0
worldnewsguru,2025-11-13 12:30:02.455000+00:00,167,0,0,12,0
kudryavka_bot,2025-11-13 12:30:01+00:00,15,0,0,12,0
periodistasunidos,2025-11-13 12:30:02.365000+00:00,227,0,0,12,0
haikus_horrifiques,2025-11-13 12:30:01+00:00,64,0,0,12,0
actu_be_fr,2025-11-13 12:30:01.999000+00:00,369,0,0,12,0
ostrich,2025-11-13 12:30:00+00:00,136,0,0,12,0
demo,2025-11-13 12:30:01+00:00,84,0,0,12,0
actu_be_fr,2025-11-13 12:30:01.312000+00:00,308,0,0,12,0
stevrbee,2025-11-13 12:30:00+00:00,218,1,0,12,1
kexpmusicbot.bsky.social,2025-11-13 12:29:57.887000+00:00,185,0,0,12,0
demo,2025-11-13 12:30:00+00:00,49,0,0,12,0
inversedotcom,2025-11-13 12:00:24+00:00,253,1,0,12,1
mhdhanees,2025-11-13 12:30:00.849000+00:00,566,0,0,12,0
mukeshthurpati,2025-11-13 12:30:00.511000+00:00,93,0,0,12,0
tars_server,2025-11-13 12:30:00.500000+00:00,85,0,0,12,0
realTuckFrumper,2025-11-13 12:30:00.236000+00:00,84,0,0,12,0
yaoibot,2025-11-13 12:29:59.064000+00:00,79,0,0,12,0
MercNews,2025-11-13 11:00:46+00:00,268,0,0,11,0
aeravera.bsky.social,2025-11-13 12:29:44.253000+00:00,289,0,0,12,0
libraries,2025-11-13 12:29:57+00:00,168,0,0,12,0
mathzy,2025-11-13 12:29:58+00:00,292,0,0,12,0
train_90,2025-11-13 12:29:58.216000+00:00,20,0,0,12,0
Syracusecom,2025-11-13 11:59:57+00:00,271,0,0,11,0
3TKRf_,2025-11-13 12:29:58.367000+00:00,37,1,0,12,1
MercNews,2025-11-13 12:00:11+00:00,329,0,0,12,0
MercNews,2025-11-13 10:02:14+00:00,236,0,0,10,0
www.infolibre.es,2025-11-13 12:29:56+00:00,466,0,0,12,0
MercNews,2025-11-13 11:15:48+00:00,337,0,0,11,0
jornalgrandebahia,2025-11-13 12:29:57.403000+00:00,647,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,495,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,473,0,0,12,0
david_weber,2025-11-13 12:29:56+00:00,343,0,0,12,0
www.phoronix.com,2025-11-13 12:29:55+00:00,229,0,0,12,0
www.phoronix.com,2025-11-13 12:29:55+00:00,377,0,0,12,0
www.phoronix.com,2025-11-13 12:29:55+00:00,372,0,0,12,0
www.phoronix.com,2025-11-13 12:29:55+00:00,276,0,0,12,0
noticiaconectada,2025-11-13 12:29:55.574000+00:00,367,0,0,12,0
www.phoronix.com,2025-11-13 12:29:55+00:00,357,0,0,12,0
maemb,2025-11-13 12:29:55.063000+00:00,125,0,0,12,0
microbiologiaitalia,2025-11-13 12:29:55.023000+00:00,123,0,0,12,0
radioactivejawa.bsky.social,2025-11-13 12:29:50.592000+00:00,291,0,0,12,0
noticiaconectada,2025-11-13 12:29:54.672000+00:00,378,0,0,12,0
pawarota,2025-11-13 12:29:54.683000+00:00,153,0,0,12,0
yoshida,2025-11-13 12:29:53+00:00,10,0,0,12,0
packsack,2025-11-13 12:29:50+00:00,56,2,0,12,2
SIDMusicBot,2025-11-13 12:29:46+00:00,114,1,0,12,1
www.the-race.com,2025-11-13 12:29:52+00:00,297,0,0,12,0
www.the-race.com,2025-11-13 12:29:52+00:00,279,0,0,12,0
www.the-race.com,2025-11-13 12:29:52+00:00,322,0,0,12,0
www.the-race.com,2025-11-13 12:29:52+00:00,370,0,0,12,0
www.the-race.com,2025-11-13 12:29:52+00:00,294,0,0,12,0
viborgfolkebladrss,2025-11-13 12:29:52.560000+00:00,229,0,0,12,0
www.the-race.com,2025-11-13 12:29:52+00:00,240,0,0,12,0
www.svoboda.org.z.21355,2025-11-13 12:29:52+00:00,207,1,0,12,1
www.svoboda.org.z.21355,2025-11-13 12:29:52+00:00,202,1,0,12,1
www.svoboda.org.z.21355,2025-11-13 12:29:52+00:00,205,1,0,12,1
noticiaconectada,2025-11-13 12:29:52.054000+00:00,354,0,0,12,0
lemmerweeriot,2025-11-13 12:29:51+00:00,110,0,0,12,0
global_nagarik,2025-11-13 12:14:36+00:00,118,0,0,12,0
MercNews,2025-11-13 10:28:49+00:00,247,0,0,10,0
ElleUK,2025-11-13 12:23:00+00:00,244,1,0,12,1
rapop.bsky.social,2025-11-13 12:29:48.875000+00:00,5,0,0,12,0
PolicieCZ,2025-11-13 12:29:48+00:00,247,0,0,12,0
6BT9,2025-11-13 12:29:48.737000+00:00,125,0,0,12,0
Rinnna,2025-11-13 12:29:48.553000+00:00,3,1,0,12,1
refigman.bsky.social,2025-11-13 12:29:44.568000+00:00,197,0,0,12,0
littlesillypig,2025-11-13 12:29:44+00:00,20,0,0,12,0
webnovinysk,2025-11-13 12:29:47+00:00,252,0,0,12,0
Kahte,2025-11-13 12:29:43+00:00,34,0,0,12,0
muku_dori_dou,2025-11-13 12:29:46+00:00,120,0,0,12,0
radicalrubricbot,2025-11-13 12:29:47.641000+00:00,69,0,0,12,0
feedit,2025-11-13 12:29:46+00:00,374,0,0,12,0
hamatti,2025-11-13 12:29:46+00:00,316,0,0,12,0
MercNews,2025-11-13 10:45:52+00:00,366,0,0,10,0
OuestFrance,2025-11-13 12:16:59+00:00,413,1,0,12,1
MLivecom,2025-11-13 12:20:41+00:00,316,0,0,12,0
smrice,2025-11-13 12:27:55+00:00,285,0,0,12,0
OVicio,2025-11-13 12:00:32+00:00,318,0,0,12,0
haber,2025-11-13 12:29:45+00:00,148,0,0,12,0
jiroriropom,2025-11-13 12:29:45.699000+00:00,74,0,0,12,0
protman,2025-11-13 12:14:30+00:00,179,0,0,12,0
Tati,2025-11-13 12:29:41+00:00,162,0,0,12,0
rationalreviewnewsdigest,2025-11-13 12:29:43+00:00,85,0,0,12,0
SharG,2025-11-13 12:29:44.490000+00:00,122,0,0,12,0
n_d_mnemosyne,2025-11-13 12:29:39+00:00,195,0,0,12,0
levelbot,2025-11-13 12:29:44.343000+00:00,57,0,0,12,0
gemaozo,2025-11-13 12:29:41+00:00,18,0,0,12,0
Pierrec,2025-11-13 12:29:43.813000+00:00,22,0,1,12,1
Techpedo,2025-11-13 12:29:43.564000+00:00,609,0,0,12,0
vapejunction,2025-11-13 12:29:43.482000+00:00,201,0,0,12,0
emsc,2025-11-13 12:29:42+00:00,129,0,0,12,0
s_ptf,2025-11-13 12:29:41.588000+00:00,10,0,0,12,0
KhoaMinh51975,2025-11-13 12:29:42+00:00,180,0,0,12,0
YuraStar0718,2025-11-13 12:29:42.675000+00:00,42,1,0,12,1
krone,2025-11-13 12:29:41+00:00,126,0,0,12,0
maydokhoangcachthbvietnam,2025-11-13 12:29:42.152000+00:00,381,0,0,12,0
FlipboardUK,2025-11-13 11:01:00+00:00,311,1,0,11,1
quotidianomotori,2025-11-13 12:29:41+00:00,161,0,0,12,0
forbes,2025-11-13 12:00:00+00:00,252,1,0,12,1
forbes,2025-11-13 12:00:00+00:00,259,1,0,12,1
risahana,2025-11-13 12:29:40+00:00,10,0,0,12,0
trumpwatch.skyfleet.blue,2025-11-13 12:29:05.056000+00:00,187,0,0,12,0
battiriman,2025-11-13 12:29:40.713000+00:00,277,0,0,12,0
CityAM,2025-11-13 12:17:09+00:00,175,0,0,12,0
Handelsblatt,2025-11-13 12:10:48+00:00,301,1,0,12,1
tubamei,2025-11-13 12:29:37+00:00,2,0,0,12,0
CityAM,2025-11-13 11:12:58+00:00,178,0,0,11,0
linbro,2025-11-13 12:29:39+00:00,194,0,0,12,0
mijuku,2025-11-13 12:29:38+00:00,49,0,0,12,0
noticiaconectada,2025-11-13 12:29:39.497000+00:00,338,0,0,12,0
kopper,2025-11-13 12:29:35.630000+00:00,54,0,0,12,0
sibakari,2025-11-13 12:29:38.030000+00:00,10,0,0,12,0
guilleucm,2025-11-13 12:29:38.395000+00:00,26,0,0,12,0
rolandmcs.bsky.social,2025-11-13 12:29:36.471000+00:00,146,0,0,12,0
copscampaign,2025-11-13 12:29:37.757000+00:00,429,2,0,12,2
tamatama1127,2025-11-13 12:29:36.240000+00:00,39,0,0,12,0
mtaupdates,2025-11-13 12:29:36+00:00,173,0,0,12,0
shitalwagh30,2025-11-13 12:29:37.186000+00:00,395,0,0,12,0
Antena3tv,2025-11-13 12:09:00+00:00,358,0,0,12,0
_suisuioyogu_,2025-11-13 12:29:35.939000+00:00,38,0,0,12,0
gopi,2025-11-13 12:29:34+00:00,141,0,0,12,0
densha_de_go,2025-11-13 12:29:35.016000+00:00,4,0,0,12,0
stevendbrewer,2025-11-13 12:29:32+00:00,494,0,0,12,0
GamingNews,2025-11-13 12:28:35+00:00,407,0,0,12,0
bebe_loves_shoes,2025-11-13 12:29:34.042000+00:00,23,0,0,12,0
athkar3v,2025-11-13 12:29:33.794000+00:00,25,0,0,12,0
ringoam__e,2025-11-13 12:29:33.796000+00:00,38,1,0,12,1
gorekhaa,2025-11-13 12:29:23+00:00,385,1,0,12,1
